player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position_x,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain,player_id,first_name,last_name,last_season,current_club_id,player_code,market_value_in_eur,height_in_cm,date_of_birth
Sami Khedira,Real Madrid,La_liga,11,291,0,0,0,0.6883250772953033,0.1998603641986847,0.6883250772953033,0.2128840445243206,0.061812483772789,0.2128840445243206,M S,3,4,2,0,1.726489420980215,1.91305511072278,29401,Sami,Khedira,2020,44,sami-khedira,2000000.0,189.0,1987-04-04 00:00:00
Jeison Murillo,Granada,La_liga,19,1591,0,0,0,0.4192653857171535,0.0,0.4192653857171535,0.0237170865584813,0.0,0.0237170865584813,D S,8,0,4,1,1.0347879193723202,1.0694597214460373,131102,Jeison,Murillo,2022,1038,jeison-murillo,900000.0,182.0,1992-05-27 00:00:00
Cristian Ansaldi,Atletico Madrid,La_liga,7,576,0,0,0,0.3540384564548731,0.6708942800760269,0.3540384564548731,0.0553185088210739,0.1048272312618792,0.0553185088210739,D S,3,5,0,0,1.8608688302338123,2.700868282467127,55854,Cristian,Ansaldi,2021,416,cristian-ansaldi,400000.0,181.0,1986-09-20 00:00:00
Thomas Vermaelen,Barcelona,La_liga,1,66,0,0,0,0.0143127422779798,0.0,0.0143127422779798,0.0195173758336088,0.0,0.0195173758336088,D,1,0,0,0,0.0,0.0143127422779798,15904,Thomas,Vermaelen,2018,131,thomas-vermaelen,700000.0,183.0,1985-11-14 00:00:00
Claudio Bravo,Barcelona,La_liga,37,3330,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,1,0,8.037419468164444,8.037419468164444,40423,Claudio,Bravo,2023,150,claudio-bravo,800000.0,184.0,1983-04-13 00:00:00
Eric Bailly,"Espanyol,Villarreal",La_liga,15,1185,0,0,0,0.8544993922114372,0.0439003203064203,0.8544993922114372,0.0648986880160585,0.0033342015422597,0.0648986880160585,D S,4,2,6,0,2.158534998074174,2.2024353183805943,286384,Eric,Bailly,2024,1050,eric-bailly,2500000.0,187.0,1994-04-12 00:00:00
Modibo Diakité,Deportivo La Coruna,La_liga,2,180,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,D,0,0,0,0,0.0,0.0,41749,Modibo,Diakité,2015,8970,modibo-diakite,25000.0,192.0,1987-03-02 00:00:00
David López,Espanyol,La_liga,1,90,0,0,0,0.1511776149272918,0.0,0.1511776149272918,0.1511776149272918,0.0,0.1511776149272918,M,3,0,0,0,0.0157972052693367,0.1669748276472091,129444,David,López,2024,12321,david-lopez,2000000.0,185.0,1989-10-09 00:00:00
David López,Espanyol,La_liga,1,90,0,0,0,0.1511776149272918,0.0,0.1511776149272918,0.1511776149272918,0.0,0.1511776149272918,M,3,0,0,0,0.0157972052693367,0.1669748276472091,947431,David,López,2024,237,david-lopez,500000.0,195.0,2003-02-03 00:00:00
Martín Montoya,Barcelona,La_liga,8,588,0,0,0,0.1703841313719749,0.2753318510949611,0.1703841313719749,0.0260792037814247,0.0421426302696369,0.0260792037814247,D S,3,3,0,0,4.776763174682856,5.079285491257906,68645,Martín,Montoya,2024,605,martin-montoya,600000.0,175.0,1991-04-14 00:00:00
Emanuel Insúa,Granada,La_liga,12,1023,0,0,1,0.1701455265283584,0.3805745150893926,0.1701455265283584,0.0149688146505887,0.0334816288934949,0.0149688146505887,D,7,5,4,1,0.9512296663597226,1.3477801317349076,226006,Emanuel,Insúa,2020,2441,emanuel-insua,300000.0,182.0,1991-04-10 00:00:00
Manuel Iturra,Granada,La_liga,30,2364,0,0,1,1.0484062880277634,0.9597722366452216,1.0484062880277634,0.0399139449756762,0.0365395521565439,0.0399139449756762,M S,11,12,6,0,3.953648617491126,4.51642962731421,40428,Manuel,Iturra,2018,1050,manuel-iturra,300000.0,174.0,1984-06-23 00:00:00
Alessio Cerci,Atletico Madrid,La_liga,6,110,0,0,0,0.4362031240016222,0.0,0.4362031240016222,0.3568934650922363,0.0,0.3568934650922363,S,6,1,0,1,0.217691533267498,0.6538946647197008,21748,Alessio,Cerci,2018,868,alessio-cerci,200000.0,180.0,1987-07-23 00:00:00
Beto,Sevilla,La_liga,18,1448,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,4,0,1.6427613273262978,1.6427613273262978,35242,,Beto,2020,4294,beto,200000.0,182.0,1982-05-01 00:00:00
Beto,Sevilla,La_liga,18,1448,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,4,0,1.6427613273262978,1.6427613273262978,595809,,Beto,2024,29,beto,20000000.0,194.0,1998-01-31 00:00:00
Juan Muñoz,Sevilla,La_liga,1,32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0.0,0.0,268958,Juan,Muñoz,2015,368,juan-munoz,800000.0,180.0,1995-11-12 00:00:00
Carlos Fernández,Sevilla,La_liga,1,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0.0,0.0,216464,Carlos,Fernández,2023,681,carlos-fernandez,1500000.0,185.0,1996-05-22 00:00:00
Sergio Rico,Sevilla,La_liga,21,1809,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK S,0,0,2,0,1.260950641706586,1.260950641706586,207302,Sergio,Rico,2023,583,sergio-rico,1500000.0,196.0,1993-09-01 00:00:00
Rubén Pérez,Granada,La_liga,14,1115,0,0,0,0.242331244982779,0.9727518931031228,0.242331244982779,0.0195603695501794,0.078518090026261,0.0195603695501794,M S,12,14,7,0,1.3665481889620423,1.8968369867652648,113045,Rubén,Pérez,2024,265,ruben-perez,300000.0,178.0,1989-04-26 00:00:00
Rene Krhin,Cordoba,La_liga,14,1203,0,0,0,1.4976109340786934,0.4535727184265852,1.4976109340786934,0.1120407182602513,0.0339331210792956,0.1120407182602513,D M,9,4,4,0,1.6261046957224607,2.87158171646297,73092,Rene,Krhin,2019,995,rene-krhin,250000.0,189.0,1990-05-21 00:00:00
Jesús Fernández,Levante,La_liga,6,540,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,1,0,0.0,0.0,91885,Jesús,Fernández,2019,6418,jesus-fernandez,150000.0,190.0,1988-06-11 00:00:00
Javier Mascherano,Barcelona,La_liga,28,2207,0,0,0,0.0302485032007098,0.8246174678206444,0.0302485032007098,0.0012335139501875,0.0336273548273031,0.0012335139501875,D M S,2,5,8,1,13.858413726091385,14.08257621526718,19981,Javier,Mascherano,2017,131,javier-mascherano,325000.0,174.0,1984-06-08 00:00:00
Andrés Iniesta,Barcelona,La_liga,24,1592,0,0,1,1.4732557982206345,3.624231381341815,1.4732557982206345,0.0832870740200107,0.204887452462791,0.0832870740200107,M S,24,20,3,0,9.69073881022632,13.803079582750795,7600,Andrés,Iniesta,2017,131,andres-iniesta,800000.0,171.0,1984-05-11 00:00:00
Sergi Roberto,Barcelona,La_liga,12,502,0,0,0,0.1913994923233986,0.1751416120678186,0.1913994923233986,0.0343146500181391,0.0313998906097682,0.0343146500181391,M S,4,4,0,0,2.117416251450777,2.3224691785871983,85370,Sergi,Roberto,2024,1047,sergi-roberto,2000000.0,178.0,1992-02-07 00:00:00
Jordi Masip,Barcelona,La_liga,1,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,0,0,0.0172937400639057,0.0172937400639057,65263,Jordi,Masip,2022,366,jordi-masip,1000000.0,180.0,1989-01-03 00:00:00
Javi López,Espanyol,La_liga,28,2188,0,0,1,0.945057775825262,1.263535251840949,0.945057775825262,0.0388734916929952,0.051973570688156,0.0388734916929952,D M S,9,8,8,0,2.1352171190083027,2.440234985202551,72310,Javi,López,2019,714,javi-lopez,200000.0,180.0,1986-01-21 00:00:00
Javi López,Espanyol,La_liga,28,2188,0,0,1,0.945057775825262,1.263535251840949,0.945057775825262,0.0388734916929952,0.051973570688156,0.0388734916929952,D M S,9,8,8,0,2.1352171190083027,2.440234985202551,568158,Javi,López,2024,681,javi-lopez,7500000.0,183.0,2002-03-25 00:00:00
Enzo Roco,Elche,La_liga,32,2880,0,0,1,1.5906476359814403,0.3602067716419697,1.5906476359814403,0.04970773862442,0.0112564616138115,0.04970773862442,D,17,3,6,0,3.9559946479275823,4.094054198823869,186862,Enzo,Roco,2022,1531,enzo-roco,1500000.0,192.0,1992-08-16 00:00:00
Rubén Duarte,Espanyol,La_liga,11,990,0,0,0,0.0854118447750806,0.2314845956861972,0.0854118447750806,0.0077647131613709,0.0210440541532906,0.0077647131613709,D,3,6,4,0,0.5979174394160509,0.8075897600501776,177046,Rubén,Duarte,2023,1108,ruben-duarte,3000000.0,179.0,1995-10-18 00:00:00
Víctor Álvarez,Espanyol,La_liga,18,1232,0,0,2,0.886646831408143,1.297632034868002,0.886646831408143,0.064771278268452,0.0947945480017209,0.064771278268452,D M S,11,12,4,0,1.7216207347810268,3.305843323469162,99355,Víctor,Álvarez,2019,3729,victor-alvarez,50000.0,180.0,1993-03-14 00:00:00
Salva Sevilla,Espanyol,La_liga,26,1453,0,0,3,2.3929066583514214,2.947188723832369,2.3929066583514214,0.1482185817285808,0.1825512630040696,0.1482185817285808,F M S,14,25,5,0,2.198549802415073,5.170857454650104,58799,Salva,Sevilla,2021,237,salva-sevilla,200000.0,178.0,1984-03-18 00:00:00
Joan Jordán,Espanyol,La_liga,3,118,0,0,0,0.0293447226285934,0.2301386445760727,0.0293447226285934,0.0223815681065543,0.1755294746766656,0.0223815681065543,M S,2,2,0,0,0.1154235620051622,0.1447682864964008,263727,Joan,Jordán,2024,1108,joan-jordan,2500000.0,185.0,1994-07-06 00:00:00
Xabi Irureta,Eibar,La_liga,33,2970,0,0,0,0.0,0.0382455233484506,0.0,0.0,0.0011589552529833,0.0,GK,0,2,3,0,1.726342974230647,1.7449444718658924,89618,Xabi,Irureta,2015,1533,xabi-irureta,100000.0,179.0,1986-03-21 00:00:00
Iván Ramis,Levante,La_liga,13,1118,0,0,0,0.3359002433717251,0.0,0.3359002433717251,0.0270402700388687,0.0,0.0270402700388687,D,4,0,5,1,1.1442129723727703,1.298769315704703,26066,Iván,Ramis,2019,1533,ivan-ramis,650000.0,189.0,1984-10-25 00:00:00
Aleksandar Pantic,Cordoba,La_liga,29,2410,0,0,0,0.7093270234763622,0.0455335509032011,0.7093270234763622,0.0264893909182044,0.0017004230627751,0.0264893909182044,D S,13,2,6,1,2.079929972067476,2.100311303511262,167093,Aleksandar,Pantic,2018,338,aleksandar-pantic,300000.0,188.0,1992-04-11 00:00:00
Ion Ansotegi,Real Sociedad,La_liga,19,1710,0,0,0,0.1800609761849045,0.1284298375248909,0.1800609761849045,0.009476893483416,0.0067594651328889,0.009476893483416,D,5,2,6,0,0.6665879692882299,0.7012524660676718,37892,Ion,Ansotegi,2015,1533,ion-ansotegi,300000.0,192.0,1982-07-13 00:00:00
Borja Ekiza,Eibar,La_liga,11,932,0,0,0,0.1237212419509887,0.0559361893683671,0.1237212419509887,0.0119473302313186,0.0054015633510225,0.0119473302313186,D,2,2,5,0,0.1136817168444395,0.1470653656870126,89318,Borja,Ekiza,2016,8838,borja-ekiza,200000.0,182.0,1988-03-06 00:00:00
Quini,Rayo Vallecano,La_liga,17,1045,0,0,0,0.1815111516043543,0.2359977457672357,0.1815111516043543,0.0156325393726238,0.020325164707226,0.0156325393726238,D S,9,4,5,0,2.4230425134301186,2.566544339992106,223053,,Quini,2024,3060,quini,250000.0,178.0,1989-09-24 00:00:00
Tito,Rayo Vallecano,La_liga,33,2838,0,0,2,0.5802569119259715,1.6986001497134566,0.5802569119259715,0.0184013819849673,0.0538668123587776,0.0184013819849673,D S,7,14,10,1,5.956191258504987,7.467023518867791,128295,,Tito,2018,367,tito,325000.0,174.0,1985-07-11 00:00:00
Bebé,Cordoba,La_liga,18,1465,0,0,1,2.581642784178257,2.5462925154715776,2.581642784178257,0.1585992154102683,0.1564275265477419,0.1585992154102683,F M S,52,27,5,0,1.862721346318721,4.805990535765886,153427,,Bebé,2023,367,bebe,600000.0,190.0,1990-07-12 00:00:00
Juan Carlos,Cordoba,La_liga,32,2880,0,0,0,0.0,0.0237908419221639,0.0,0.0,0.0007434638100676,0.0,GK,0,1,4,0,1.440050756558776,1.46384159848094,39004,,Juan Carlos,2013,1050,juan-carlos,150000.0,182.0,1987-07-27 00:00:00
Juan Carlos,Cordoba,La_liga,32,2880,0,0,0,0.0,0.0237908419221639,0.0,0.0,0.0007434638100676,0.0,GK,0,1,4,0,1.440050756558776,1.46384159848094,120705,,Juan Carlos,2024,12321,juan-carlos,100000.0,187.0,1988-01-20 00:00:00
Diego Mariño,Levante,La_liga,32,2880,0,0,0,0.0,0.0147855523973703,0.0,0.0,0.0004620485124178,0.0,GK,0,1,1,0,1.3239971506409347,1.3239971506409347,59349,Diego,Mariño,2023,3302,diego-marino,300000.0,185.0,1990-05-09 00:00:00
Iván López,Levante,La_liga,26,2085,0,0,3,0.243894069455564,1.310750551521778,0.243894069455564,0.0105278015592329,0.0565791604973429,0.0105278015592329,D S,12,13,2,0,2.06075100786984,3.0329039953649044,203778,Iván,López,2019,3368,ivan-lopez,200000.0,175.0,1993-08-23 00:00:00
David Navarro,Levante,La_liga,21,1789,0,0,0,1.0341060236096382,0.034643318504095,1.0341060236096382,0.0520232208635368,0.001742816470301,0.0520232208635368,D,14,2,6,1,0.8678258899599314,0.8770736996084452,7568,David,Navarro,2015,3368,david-navarro,100000.0,188.0,1980-05-25 00:00:00
Jordi Xumetra,Levante,La_liga,18,959,0,0,1,0.3391946200281381,0.9670382235199212,0.3391946200281381,0.0318326546428909,0.0907543692563012,0.0318326546428909,M S,9,9,3,0,1.2987150326371193,2.4314508382231,73314,Jordi,Xumetra,2015,3368,jordi-xumetra,50000.0,177.0,1985-10-24 00:00:00
Toño,Levante,La_liga,22,1746,0,0,2,0.2283588945865631,1.921192290261388,0.2283588945865631,0.0117710770405444,0.0990305304258447,0.0117710770405444,D S,7,17,7,0,3.521641731262207,4.358068300411105,35536,,Toño,2015,367,tono,100000.0,182.0,1979-12-17 00:00:00
Toño,Levante,La_liga,22,1746,0,0,2,0.2283588945865631,1.921192290261388,0.2283588945865631,0.0117710770405444,0.0990305304258447,0.0117710770405444,D S,7,17,7,0,3.521641731262207,4.358068300411105,76285,,Toño,2017,681,tono,50000.0,191.0,1986-11-23 00:00:00
Rubén Martínez,Almeria,La_liga,23,2070,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,2,0,0.5548233408480883,0.5548233408480883,8184,Rubén,Martínez,2020,331,ruben-martinez,200000.0,187.0,1984-06-22 00:00:00
Rubén Martínez,Almeria,La_liga,23,2070,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,2,0,0.5548233408480883,0.5548233408480883,65262,Rubén,Martínez,2023,3999,ruben-martinez,200000.0,167.0,1989-12-08 00:00:00
Pedro López,Levante,La_liga,10,865,0,0,0,0.0,0.2082950798794627,0.0,0.0,0.0216723204498862,0.0,D,0,5,3,0,0.2172505818307399,0.4255456700921058,25412,Pedro,López,2020,5358,pedro-lopez,100000.0,174.0,1983-11-01 00:00:00
Pedro López,Levante,La_liga,10,865,0,0,0,0.0,0.2082950798794627,0.0,0.0,0.0216723204498862,0.0,D,0,5,3,0,0.2172505818307399,0.4255456700921058,303248,Pedro,López,2017,150,pedro-lopez,200000.0,189.0,1995-01-21 00:00:00
Vicente Guaita,Getafe,La_liga,29,2610,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,1,0,0.4071491123177111,0.4071491123177111,64399,Vicente,Guaita,2024,940,vicente-guaita,800000.0,190.0,1987-01-10 00:00:00
Álvaro Medrán,Real Madrid,La_liga,2,16,0,0,0,0.2996419072151184,0.0,0.2996419072151184,1.685485728085041,0.0,1.685485728085041,S,1,0,0,0,0.0913416296243667,0.3909835368394851,253839,Álvaro,Medrán,2018,367,alvaro-medran,4000000.0,177.0,1994-03-15 00:00:00
Emiliano Buendía,Getafe,La_liga,6,123,0,0,0,0.0545909143984317,0.0940884128212928,0.0545909143984317,0.0399445715110476,0.0688451801131411,0.0399445715110476,M S,2,1,1,0,0.049371201545,0.1980505287647247,321247,Emiliano,Buendía,2024,15,emiliano-buendia,18000000.0,172.0,1996-12-25 00:00:00
Gerónimo Rulli,Real Sociedad,La_liga,22,1980,0,0,0,0.0,0.0187076497822999,0.0,0.0,0.0008503477173772,0.0,GK,0,1,5,0,0.4970030803233385,0.5157107282429934,229604,Gerónimo,Rulli,2024,244,geronimo-rulli,8000000.0,189.0,1992-05-20 00:00:00
Mikel González,Real Sociedad,La_liga,16,1238,0,0,0,0.038885697722435,0.1126602962613105,0.038885697722435,0.0028269085581737,0.0081901669333747,0.0028269085581737,D S,1,1,5,1,1.2316647823899984,1.344325078651309,35560,Mikel,González,2016,681,mikel-gonzalez,100000.0,190.0,1985-09-24 00:00:00
Asier Illarramendi,Real Madrid,La_liga,30,1208,0,0,0,0.202470064163208,0.2761521637439728,0.202470064163208,0.015084690210835,0.0205742506100641,0.015084690210835,M S,6,7,3,0,7.171033646911383,7.515917204320431,59344,Asier,Illarramendi,2022,681,asier-illarramendi,2000000.0,179.0,1990-03-08 00:00:00
Esteban Granero,Real Sociedad,La_liga,33,2516,0,0,2,1.2259144131094215,1.4706868398934605,1.2259144131094215,0.0438522643799077,0.052608034813359,0.0438522643799077,M S,23,30,10,0,4.875502718612552,6.11287690512836,44065,Esteban,Granero,2019,714,esteban-granero,900000.0,180.0,1987-07-02 00:00:00
Keylor Navas,Real Madrid,La_liga,6,540,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,1,0,1.6877138502895832,1.6877138502895832,79422,Keylor,Navas,2023,583,keylor-navas,1500000.0,185.0,1986-12-15 00:00:00
Kiko Casilla,Espanyol,La_liga,37,3279,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,4,1,0.7865583375096321,0.7865583375096321,27486,Kiko,Casilla,2022,3709,kiko-casilla,300000.0,190.0,1986-10-02 00:00:00
Daniel Carvajal,Real Madrid,La_liga,30,2273,0,0,3,0.2528368718922138,2.831273006275296,0.2528368718922138,0.0100111387902768,0.1121049584534873,0.0100111387902768,D S,4,30,12,0,12.53287575300783,14.004849947057664,138927,Daniel,Carvajal,2024,418,daniel-carvajal,10000000.0,173.0,1992-01-11 00:00:00
Jan Oblak,Atletico Madrid,La_liga,11,990,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,2,0,0.8628375940024853,0.8628375940024853,121483,Jan,Oblak,2024,13,jan-oblak,25000000.0,188.0,1993-01-07 00:00:00
Gabi,Atletico Madrid,La_liga,34,2620,0,0,5,0.4429330821149051,2.684829406440258,0.4429330821149051,0.0152152585459318,0.0922269643433676,0.0152152585459318,M S,16,37,13,1,5.803307018242776,6.906098270323128,22969,,Gabi,2017,13,gabi,1100000.0,181.0,1983-07-10 00:00:00
Lucas Hernández,Atletico Madrid,La_liga,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0.0,0.0,281963,Lucas,Hernández,2024,583,lucas-hernandez,30000000.0,184.0,1996-02-14 00:00:00
Sergio Álvarez,Celta Vigo,La_liga,38,3349,0,0,0,0.0,0.0212392397224903,0.0,0.0,0.0005707768214464,0.0,GK,0,1,1,1,3.4789651231840253,3.500204362906516,45912,Sergio,Álvarez,2020,940,sergio-alvarez,700000.0,179.0,1986-08-03 00:00:00
Sergio Álvarez,Celta Vigo,La_liga,38,3349,0,0,0,0.0,0.0212392397224903,0.0,0.0,0.0005707768214464,0.0,GK,0,1,1,1,3.4789651231840253,3.500204362906516,138935,Sergio,Álvarez,2020,1533,sergio-alvarez,1200000.0,183.0,1992-01-23 00:00:00
Sergi Gómez,Celta Vigo,La_liga,22,1270,0,0,0,0.4161694422364235,0.0315721854567527,0.4161694422364235,0.0294923226781717,0.0022373989693761,0.0294923226781717,D S,4,1,5,0,2.164169071242213,2.309429256245494,92947,Sergi,Gómez,2024,714,sergi-gomez,900000.0,185.0,1992-03-28 00:00:00
Nemanja Radoja,Celta Vigo,La_liga,28,2006,0,0,0,0.1902554389089346,0.1404858836904168,0.1902554389089346,0.0085358870896331,0.0063029558983736,0.0085358870896331,D M S,4,4,5,0,2.543143961578608,2.685999581590295,168959,Nemanja,Radoja,2021,3368,nemanja-radoja,1500000.0,186.0,1993-02-06 00:00:00
Rubén Blanco,Celta Vigo,La_liga,1,69,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0.0,0.0,199321,Rubén,Blanco,2024,244,ruben-blanco,1500000.0,188.0,1995-07-25 00:00:00
Mariano Barbosa,Sevilla,La_liga,2,163,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK S,0,0,0,0,0.0,0.0,30749,Mariano,Barbosa,2019,1050,mariano-barbosa,100000.0,188.0,1984-07-27 00:00:00
Víctor Ruiz,Villarreal,La_liga,25,2202,0,0,2,1.341834916733205,1.0048237964510918,1.341834916733205,0.0548433889672972,0.041069092498001,0.0548433889672972,D S,7,3,5,0,3.0486075431108475,3.800113186240196,62920,Víctor,Ruiz,2022,150,victor-ruiz,1000000.0,184.0,1989-01-25 00:00:00
Antonio Rukavina,Villarreal,La_liga,21,1410,0,0,0,0.1471171639859676,0.4917846955358982,0.1471171639859676,0.0093904572757,0.0313905124810147,0.0093904572757,D M S,4,8,5,0,4.37910068128258,4.811698661185801,27924,Antonio,Rukavina,2017,1050,antonio-rukavina,100000.0,177.0,1984-01-26 00:00:00
Laure,Deportivo La Coruna,La_liga,19,1356,0,0,0,0.0,0.9039864130318164,0.0,0.0,0.0599990982100763,0.0,D S,0,9,4,0,1.9996698834002016,2.738642679527402,57876,,Laure,2016,897,laure,100000.0,171.0,1985-03-22 00:00:00
Sidnei,Deportivo La Coruna,La_liga,32,2880,0,0,2,1.061370661482215,1.4870689902454617,1.061370661482215,0.0331678331713192,0.0464709059451706,0.0331678331713192,D,10,9,10,0,2.945519732311368,3.358386604115367,27374,,Sidnei,2021,150,sidnei,250000.0,184.0,1989-08-23 00:00:00
Alejandro Arribas,Sevilla,La_liga,11,868,0,0,1,1.466549389064312,0.5924190282821655,1.466549389064312,0.1520615725988341,0.0614259361122061,0.1520615725988341,D S,4,2,4,0,3.1466190963983536,3.4569363743066788,137174,Alejandro,Arribas,2017,897,alejandro-arribas,350000.0,182.0,1989-05-01 00:00:00
Álex Bergantiños,Deportivo La Coruna,La_liga,32,2628,0,0,1,0.681664596311748,1.6533651277422905,0.681664596311748,0.0233446779558817,0.0566220934158318,0.0233446779558817,M S,13,19,5,0,3.2765134824439883,4.951834602281451,72189,Álex,Bergantiños,2016,897,alex-bergantinos,50000.0,176.0,1985-06-07 00:00:00
Cani,"Atletico Madrid,Villarreal",La_liga,13,488,0,0,2,0.0318268239498138,1.641979243606329,0.0318268239498138,0.0058697011382853,0.3028240408290361,0.0058697011382853,F M S,1,10,2,0,1.9974381551146507,2.496200770139694,7983,,Cani,2015,897,cani,300000.0,178.0,1981-08-03 00:00:00
Manuel Pablo,Deportivo La Coruna,La_liga,5,343,0,0,0,0.0133398165926337,0.0613177679479122,0.0133398165926337,0.0035002434208076,0.0160892102487233,0.0035002434208076,D,1,1,1,0,0.2705964297056198,0.345254011452198,7492,,Manuel Pablo,2015,897,manuel-pablo,100000.0,177.0,1976-01-25 00:00:00
Jesús Gámez,Atletico Madrid,La_liga,14,1081,0,0,0,0.1422601668164134,0.4616057770326733,0.1422601668164134,0.0118440471910057,0.0384315633052179,0.0118440471910057,D S,7,9,3,0,3.876941583119333,4.182343649677932,29055,Jesús,Gámez,2017,762,jesus-gamez,2000000.0,177.0,1985-04-10 00:00:00
Roberto Rosales,Malaga,La_liga,34,3042,0,0,3,0.6194026144221425,2.171452615410089,0.6194026144221425,0.0183255211367497,0.0642441602192334,0.0183255211367497,D,22,26,7,0,5.113221373409033,6.717058083042502,49500,Roberto,Rosales,2019,1244,roberto-rosales,350000.0,174.0,1988-11-20 00:00:00
